"Node","Score","Impacted","Stressed","Total"
"PJD26","88","9","30","145"
"MAN04A","88","12","21","60"
"PPC42","88","16","45","108"
"AR043A","88","5","2","119"
"HM036A","88","17","1","179"
"BB5158","88","7","18","122"
"HS2257","88","6","5","192"
"AMC07","88","122","16","143"
"AR044","88","11","46","104"
"LB5055","88","22","4","234"
"HG3016","88","28","45","99"
"VB036B","88","3","5","61"
"HS2014","88","26","18","52"
"CA059B","88","16","5","160"
"HS2023","88","10","46","69"
"HS2120","88","9","44","119"
"LL7038","88","16","2","222"
"CC4105A","88","7","9","112"
"P059","88","27","1","28"
"CO004A","88","22","2","53"
"SSG05","88","2","0","58"
"HS2030","88","35","52","112"
"PYC17","88","6","47","74"
"PPC65B","88","9","11","150"
"HS2171","88","12","40","161"
"CA004","88","6","4","215"
"HS2217","88","26","4","142"
"HS2119","88","7","28","190"
"HC4304B","88","9","109","173"
"ISI01B","88","5","106","180"
"SGU04","88","69","7","77"
"HS2051","88","9","4","206"
"SCR42","88","61","37","115"
"HS2205B","88","16","1","204"
"LA6083/LA6081","88","28","19","57"
"SCR33","88","30","6","155"
"CY010B","88","5","13","182"
"DO025A","88","8","13","200"
"MMY32","88","19","1","66"
"AMC03","88","44","52","144"
"FJ034A","88","25","3","210"
"JU019B","88","32","18","58"
"MRC13A","88","19","14","88"
"GU023","88","12","19","208"
"BB5177","88","114","37","171"
"CN015A","88","19","58","178"
"CA057A","88","6","10","88"
"LB5026","88","15","62","280"
"LB5271/5270","88","37","4","52"
"CA033A","88","37","60","193"
"AR052","88","40","82","158"
"CC4007","88","12","9","227"
"FJ007B","88","7","42","171"
"AAD39","88","11","6","235"
"P071A","88","4","75","113"
"P072","88","103","36","174"
"RG032B","88","6","80","99"
"CA010A","88","7","56","118"
"SCR30","88","42","38","108"
"BB5106","88","7","2","250"
"PPC63","88","13","52","91"
"VA010A","88","6","82","92"
"MMY47","88","27","4","58"
"SCR22","88","7","6","167"
"FL004B","88","4","77","140"
"CB003A","88","63","87","191"
"HT9108","88","21","3","205"
"CC4034B","88","9","16","162"
"P103","88","7","27","160"
"LB5339","88","7","0","223"
"AAG15","88","29","25","108"
"JU019A","88","21","52","80"
"PJD11","88","151","22","203"
"MMY77","88","32","125","217"
"FJ005A","88","85","64","228"
"GMN06","88","21","4","226"
"HS2680","88","0","72","82"
"HA008C","88","63","9","82"
"SL008C","88","6","28","203"
"HC4210","88","9","12","274"
"JU024B","88","9","16","212"
"AAD40","88","26","11","201"
"HT9035B","88","42","109","219"
"SSG10","88","2","101","112"
"HS2600","88","37","78","212"
"RG037B","88","19","5","236"
"HM012C","88","6","9","287"
"FJ005B","88","17","19","228"
"LL7080/7083","88","26","0","27"
"CD003A","88","30","0","30"
"HM016B","88","10","41","85"
"HS2036","88","131","1","145"
"BB5207","88","12","135","288"
"HS2015","88","31","80","216"
"ISI03","88","15","87","162"
"HG3395","88","13","10","275"
"LB5103","88","23","172","222"
"PPC37","88","108","0","113"
"LZ001A","88","49","0","226"
"LA6006","88","134","55","215"
"AR002B","88","4","139","249"
"CA070B","88","10","16","337"
"LP021A","88","105","2","109"
"GU001B","88","19","5","285"
"LP009","88","37","2","214"
"MMY09","88","57","60","221"
"RG006","88","13","68","323"
"CA086","88","47","158","332"
"RG016B","88","17","18","356"
"ICO18","88","55","42","136"
"CD033","89","-1","0","0"
"HG3709","89","-1","0","0"
"VA002A","89","-1","0","0"
"GU030","89","-1","0","0"
"HS2828","89","-1","0","0"
"CC4766","89","-1","0","0"
"HT9247","89","-1","0","0"
"LA6046","89","-1","0","0"
"HT9248","89","-1","0","0"
"G-H","89","-1","0","0"
"AB007","89","-1","0","0"
"CC4745","89","-1","0","0"
"HG3744","89","-1","0","0"
"CC4759","89","-1","0","0"
"LL7085","89","-1","0","0"
"JU025B","89","5","4","97"
"CA049A","89","8","0","144"
"AB009","89","12","1","80"
"GU011B","89","5","10","141"
"GU012A","89","6","0","143"
"LB5050B","89","8","72","170"
"LL7004B","89","27","1","131"
"LL7117A","89","5","12","178"
"LB5109","89","8","7","171"
"DO044/DO042","89","3","4","88"
"GU005A","89","3","3","100"
"PJD16","89","4","12","96"
"AAD46A","89","4","2","127"
"CC4093","89","6","2","132"
"HM039B","89","4","1","83"
"ICO05","89","5","5","96"
"AIS14","89","6","0","54"
"CA024A","89","5","0","75"
"AIS27B","89","4","1","109"
"SB020/SB021","89","2","6","33"
"CC4021","89","6","24","148"
"PYC12","89","4","4","53"
"AQB08","89","9","3","113"
"ISL06A","89","7","23","52"
"HC4209","89","3","2","66"
"HC4500","89","6","0","147"
"HM016A","89","4","8","53"
"AAD51","89","7","28","75"
"LB5068","89","8","49","164"
"NA011A","89","6","3","137"
"CA030","89","20","23","66"
"LL7061C","89","5","12","170"
"HC4254","89","8","7","124"
"AB006B","89","38","41","100"
"VA012","89","7","24","76"
"AR037","89","8","1","94"
"MT015A","89","11","4","122"
"VB007A","89","5","1","40"
"VA024","89","7","2","135"
"ISL09","89","5","26","88"
"LP023","89","25","42","110"
"HS2858","89","4","0","73"
"HG3561","89","8","35","74"
"HG3520","89","5","11","45"
"BA017A","89","4","54","104"
"LP014A","89","9","4","163"
"GAR09","89","5","1","178"
"MAN05B","89","10","7","36"
"GU014A","89","6","9","97"
"CC4300B","89","4","8","86"
"SB001A","89","5","9","95"
"CN008D","89","6","3","114"
"LP006C","89","4","0","81"
"LA6103","89","5","12","100"
"CA071","89","7","130","144"
"ICO08","89","25","42","110"
"BB5160","89","9","25","150"
"CM009B","89","7","26","103"
"BA001A","89","6","4","92"
"SSB23","89","5","8","200"
"PLAZA-CENTRO","89","15","1","17"
"PPC44","89","9","13","74"
"PVA02A","89","4","31","160"
"HG3024","89","9","1","94"
"HT9004A","89","8","0","83"
"AR028B","89","5","49","128"
"AIS34","89","5","59","143"
"CY017A","89","6","6","186"
"DO008A","89","18","2","102"
"AQB16","89","6","37","82"
"CD36/CD29/CD20","89","5","8","90"
"LB5098","89","22","129","199"
"VB011A","89","34","27","96"
"BB5201A","89","7","17","160"
"NA004B","89","10","5","161"
"LB5323/LA6086","89","6","28","47"
"LA6010","89","4","7","183"
"NA011D","89","14","37","124"
"MMY19","89","11","31","78"
"LB5278/5262","89","3","30","44"
"MMY63A","89","8","1","78"
"JU018B","89","5","4","127"
"HG3019","89","7","7","180"
"FJ029","89","7","35","118"
"MMY07","89","9","4","152"
"FJ019B","89","10","2","178"
"HS2113B","89","7","3","178"
"AIS06","89","5","12","106"
"HM017A","89","4","20","48"
"HT9101","89","6","66","131"
"VA001","89","18","5","103"
"CC4038","89","12","11","113"
"MT007A","89","6","9","54"
"SGU06","89","9","48","180"
"MHM12","89","7","3","184"
"GGY17","89","6","3","164"
"AIS07","89","3","25","83"
"CN034","89","12","55","168"
"AB004A","89","5","52","95"
"PPC28","89","7","2","205"
"CA065A","89","10","2","33"
"HS2695","89","9","2","202"
"ISL08","89","11","43","131"
"AAG30","89","11","45","183"
"SB032/SB033","89","9","35","68"
"CD047A","89","13","39","82"
"CY013C","89","2","3","140"
"VA015A","89","8","15","122"
"SLJ08","89","17","35","68"
"HG3571","89","14","74","185"
"CN001A","89","6","11","197"
"VA028","89","13","3","132"
"GAR01","89","33","4","102"
"CC4744/4745","89","20","25","59"
"BB5152A","89","12","99","168"
"NR005A","89","13","33","58"
"PPC53A","89","16","13","42"
"PJD31","89","8","3","204"
"HS2515","89","11","35","146"
"SL014C","89","11","6","109"
"AAD43","89","59","51","148"
"CI005","89","8","52","122"
"ICO03","89","52","7","63"
"HM026B","89","8","1","99"
"LZ006","89","5","11","103"
"MAN08A","89","10","28","102"
"CC4765/4768","89","28","56","115"
"AR042A","89","4","3","106"
"VB04A","89","20","5","146"
"PVA02","89","62","77","189"
"HM041","89","12","90","215"
"HG3549","89","15","42","91"
"RG018A","89","5","3","174"
"PPC05","89","33","20","66"
"PYC18","89","10","6","160"
"PPC10A","89","5","0","52"
"AR054","89","14","39","124"
"BA011A","89","3","13","84"
"HS2588","89","2","14","129"
"CN012B","89","7","54","210"
"VB012B","89","22","1","99"
"CC4022","89","12","2","218"
"BB5166B","89","47","23","80"
"FL015","89","52","54","136"
"HS2061","89","47","61","147"
"RG015B","89","7","6","208"
"MT032A","89","8","49","96"
"VB027","89","10","49","103"
"CC4061","89","10","2","212"
"RG005B","89","46","2","51"
"LU015B","89","6","15","235"
"DO007A","89","15","2","92"
"HC4014A","89","4","57","100"
"BA015B","89","2","3","133"
"HS2304","89","2","4","79"
"AMC04","89","5","95","148"
"CY001B","89","3","72","129"
"HS2511","89","4","16","98"
"AI001A","89","14","34","81"
"CB006B","89","19","0","215"
"JU028A","89","7","0","133"
"FL003","89","4","6","101"
"HS2158","89","4","82","129"
"HS2034","89","20","26","232"
"HS2049","89","9","0","168"
"CC4088","89","9","19","254"
"BA002B","89","6","46","82"
"HS2162","89","71","13","87"
"PGN04","89","4","57","97"
"LB5023","89","13","66","246"
"HA004A","89","6","42","134"
"MMY70","89","11","50","228"
"SB001B","89","53","10","70"
"P063","89","4","27","77"
"CT9009","89","32","5","217"
"CA025B","89","4","84","132"
"LZ009","89","2","2","125"
"HA020/HA021","89","52","0","68"
"HM025A","89","24","17","110"
"HS2186","89","20","120","257"
"ISI12","89","7","49","222"
"PJD19","89","11","48","285"
"AR036A","89","57","2","68"
"HS2862C","89","14","76","91"
"LB5313/LB5314","89","28","112","153"
"HS2667","89","8","21","306"
"CD046B","89","17","40","144"
"CA078A","89","13","3","266"
"CY020A","89","5","57","108"
"MT021B","89","46","138","218"
"CA087","89","40","1","313"
"PPC71","89","21","185","263"
"LB5110","89","53","183","308"
"HM005A","89","98","2","103"
"AR027A","89","97","50","253"
"GU035","90","-1","0","0"
"AR065","90","-1","0","0"
"DO044","90","-1","0","0"
"DO043","90","-1","0","0"
"CD041","90","-1","0","0"
"HT9237","90","-1","0","0"
"CD020","90","-1","0","0"
"HT9255","90","-1","0","0"
"LA6078","90","-1","0","0"
"LB5234","90","-1","0","0"
"CA094","90","-1","0","0"
"GU028","90","-1","0","0"
"DO039","90","-1","0","0"
"HT9254","90","-1","0","0"
"GU032","90","-1","0","0"
"LB5245","90","-1","0","0"
"HT9249","90","-1","0","0"
"LA6039","90","-1","0","0"
"HB5228","90","-1","0","0"
"HB5204","90","-1","0","0"
"LL7095","90","-1","0","0"
"LL7078","90","-1","0","0"
"HG3703","90","-1","0","0"
"CA090","90","-1","0","0"
"CC4764","90","-1","0","0"
"GU036","90","-1","0","0"
"HT9280","90","-1","0","0"
"CA104","90","-1","0","0"
"LP033","90","-1","0","0"
"LL7081","90","-1","0","0"
"CA044B","90","9","6","87"
"LL7031B","90","6","1","106"
"BB5123","90","5","4","113"
"CA079","90","4","3","199"
"BB5203B","90","6","5","166"
"CC4776/4778","90","2","1","118"
"LL7050","90","2","9","107"
"HS2303","90","4","0","59"
"HM024A","90","3","3","88"
"SCR23A","90","3","11","161"
"HS2282","90","3","1","115"
"FJ027A","90","2","5","121"
"HC4128B","90","6","3","72"
"CA026A","90","4","3","57"
"ISL10","90","5","2","161"
"HS2248","90","4","4","172"
"HM042","90","3","1","102"
"MT016A","90","2","5","78"
"HG3764","90","5","3","95"
"LA6102","90","6","2","141"
"CT9027B","90","4","17","142"
"CN009A","90","4","1","111"
"GGY13","90","5","1","51"
"ICO21B","90","6","1","115"
"GGY05","90","6","2","154"
"AR046C","90","4","0","79"
"RGBBP","90","3","4","125"
"JU029","90","3","1","94"
"CD40/CD38","90","6","2","69"
"PPC08","90","3","3","166"
"AIS22","90","5","0","93"
"CC4805A","90","3","2","110"
"DO005A","90","4","6","122"
"RFHM01","90","4","0","4"
"SL006A","90","5","1","175"
"MMY01","90","7","3","154"
"VB007B","90","3","7","18"
"CS2106A","90","7","19","119"
"CD21/CD27/CD23","90","7","31","84"
"CY014A","90","3","2","41"
"HG3511B","90","7","1","87"
"CA081B","90","6","0","70"
"HG3534","90","7","5","85"
"LA6105","90","79","34","136"
"ISL06B","90","9","6","153"
"JU023","90","3","8","91"
"MLM03","90","13","9","34"
"LB5038","90","6","41","143"
"GU024D","90","12","0","166"
"BB5206","90","12","25","189"
"HG3601","90","6","141","153"
"YA005B","90","4","2","175"
"VB031","90","9","2","119"
"SL013A/SL029","90","8","3","131"
"HA013/HA014","90","1","12","48"
"CC4737/4739","90","3","32","70"
"CA050","90","11","15","220"
"FL006","90","9","1","85"
"PJD37A","90","4","1","94"
"LL7039","90","4","6","117"
"LZ004A","90","5","10","94"
"HT9235/9236/9237","90","38","8","67"
"MMY31","90","11","1","82"
"CA007A","90","43","70","159"
"SLJ14","90","6","29","134"
"HS2198","90","6","11","113"
"CC4079B","90","8","2","156"
"HS2619","90","6","10","129"
"AAD10","90","6","24","113"
"FJ027B","90","5","4","117"
"HM029B","90","6","8","147"
"RG042","90","9","61","96"
"HG3015","90","5","4","109"
"LB5185","90","9","1","162"
"P114","90","5","9","128"
"LB5051","90","4","0","167"
"HS2033","90","5","4","124"
"MAN06A","90","8","1","27"
"SB007A","90","4","0","54"
"AAG10","90","13","36","86"
"HS2188","90","5","25","117"
"HG3564","90","26","62","174"
"LB5125","90","6","2","161"
"AAD02","90","4","22","146"
"AQB03","90","8","3","66"
"HS2216","90","7","1","123"
"LA6030","90","4","2","109"
"AQB20","90","11","45","70"
"ICO11","90","9","15","58"
"CY003","90","4","10","53"
"LUHUBA","90","6","0","86"
"HS2000","90","6","1","168"
"CO027","90","3","9","81"
"CC4032","90","8","3","86"
"HS2236","90","19","43","113"
"HM002B","90","5","27","181"
"AMC12","90","5","6","131"
"AR070","90","3","15","99"
"CA028","90","10","2","184"
"LP020B","90","13","5","99"
"PPN01","90","14","42","106"
"PPC76A","90","4","2","177"
"VA009A","90","11","1","114"
"CB003B","90","3","3","98"
"HS2209","90","11","59","200"
"HM022A","90","2","48","68"
"CT9010","90","9","2","127"
"SSG16B","90","5","2","62"
"NR004A","90","18","11","39"
"VA010B","90","10","7","122"
"AQB06","90","10","3","130"
"CC4008A","90","18","67","87"
"MT024B","90","21","30","98"
"HG3533","90","3","70","89"
"AIS32","90","9","33","66"
"DO007B","90","7","10","95"
"PJD04","90","42","30","84"
"HG3572","90","31","30","90"
"RG036B","90","6","14","205"
"AAD13","90","59","16","78"
"LU013B","90","11","57","173"
"JU009C","90","4","23","44"
"PJD25","90","3","1","161"
"AIS36","90","75","40","153"
"PPC106A","90","5","0","75"
"GU001A","90","5","10","130"
"AQB20A","90","2","24","84"
"HS2637","90","4","17","152"
"HS2671","90","4","49","128"
"HS2114A","90","3","60","85"
"RG043","90","5","5","91"
"RG019D","90","12","0","114"
"FJ006A","90","4","9","237"
"GU008A","90","2","31","182"
"RG026B","90","3","58","104"
"LB5064B","90","7","4","192"
"FJ030","90","5","1","164"
"MT032B","90","5","44","87"
"LL7054","90","9","6","202"
"VB008B","90","6","29","60"
"AR009A","90","1","6","126"
"JU013A","90","26","62","163"
"MAN14B","90","3","23","62"
"VB019","90","16","46","84"
"AAG17","90","6","12","82"
"MRC16B","90","21","8","64"
"LP018","90","3","3","100"
"HG3508","90","34","6","44"
"HM003A","90","15","81","170"
"LB5065","90","7","4","200"
"HT9107","90","21","0","74"
"VA005A","90","7","6","128"
"HT9021","90","7","84","147"
"RG012C","90","8","50","78"
"ICO16A","90","5","1","156"
"PPC68B","90","10","33","181"
"HA005","90","30","39","95"
"VB020A","90","19","50","106"
"PYC02","90","3","2","147"
"VB049B","90","15","1","106"
"PPC102B","90","7","25","91"
"JU005","90","3","1","186"
"RG026A","90","3","13","134"
"DO016A","90","18","1","118"
"CC4756/4757","90","26","17","47"
"HC4117","90","10","2","222"
"LB5337A","90","32","89","126"
"HS2666","90","20","2","130"
"LB5321/LB5322","90","10","57","131"
"CA048","90","6","133","201"
"MRC07B","90","16","5","94"
"LP019A","90","15","1","170"
"HS2516","90","18","37","189"
"ISL07","90","8","22","212"
"FJ019A","90","8","45","196"
"LA005","90","74","30","146"
"OR001A","90","22","16","42"
"FJ018","90","34","40","81"
"PPC56D","90","10","54","179"
"HS2249","90","5","117","134"
"PPC105","90","7","108","162"
"CY013A","90","23","86","159"
"LB5054","90","8","88","265"
"HB5205/5206","90","28","1","30"
"LZ002A","90","8","1","253"
"MMY59B","90","11","3","76"
"MRC12A","90","19","4","57"
"PGN09B","90","3","49","75"
"RG018B","90","12","117","187"
"SB016/SB065","90","39","4","44"
"YA009","90","81","8","89"
"YA004A","90","2","12","124"
"PPC35","90","91","14","129"
"NA007A","90","21","66","241"
"HC4508","90","7","38","74"
"ICO13","90","11","27","224"
"AR051A","90","7","93","163"
"AR043B","90","34","25","62"
"HS2608","90","25","2","27"
"LA6018","90","3","1","140"
"P078","90","10","1","257"
"GU034/GU035","90","7","58","112"
"LZ005A","90","4","2","105"
"HG3768","90","66","14","111"
"VB015B","90","125","9","161"
"GU021B","90","17","5","282"
"AR049A","90","33","43","108"
"SGU03","90","18","100","121"
"YA003B","90","7","96","146"
"PPC14B","90","3","0","168"
"HG3044","90","4","101","111"
"CO001B","90","55","17","74"
"NA012","90","1","64","120"
"HM009B","90","12","102","266"
"RG010","90","12","120","315"
"GAR14","90","5","0","171"
"BB5155","90","32","111","245"
"HS2279","90","49","0","78"
"LA6082","91","-1","0","0"
"HT9234","91","-1","0","0"
"CC4724","91","-1","0","0"
"LB5240","91","-1","0","0"
"LP028","91","-1","0","0"
"LP035","91","-1","0","0"
"HT9233","91","-1","0","0"
"LL7073","91","-1","0","0"
"CC4717","91","-1","0","0"
"HG3715","91","-1","0","0"
"LP026","91","-1","0","0"
"HB5205","91","-1","0","0"
"HB5213","91","-1","0","0"
"LB5271","91","-1","0","0"
"LB5262","91","-1","0","0"
"CC4716","91","-1","0","0"
"LL7088","91","-1","0","0"
"LB5251","91","-1","0","0"
"HG3732","91","-1","0","0"
"LL7098","91","-1","0","0"
"SB050","91","-1","0","0"
"HG3725","91","-1","0","0"
"AB010A","91","5","2","40"
"CA054A","91","2","1","60"
"CA095/CA096","91","3","6","28"
"CA045B","91","6","13","108"
"CA043A","91","11","2","157"
"AB005B","91","9","0","70"
"LA6000","91","4","9","132"
"SB045/SB046","91","2","0","35"
"HG3730","91","2","0","56"
"LL7001","91","6","9","97"
"MRC06B","91","2","1","29"
"HS2297","91","1","4","31"
"VAMALLOFF/DOEMBA","91","1","6","80"
"HB5209/52010","91","2","41","74"
"UT007","91","2","0","52"
"NA001B","91","5","5","104"
"CC4300A","91","4","1","102"
"CA061B","91","3","4","117"
"HS2514","91","5","2","89"
"CC4092B","91","4","5","66"
"HC4118","91","1","2","3"
"HS2208","91","3","2","105"
"CA003B","91","4","0","169"
"LB5337B","91","4","1","132"
"GGY06","91","2","1","75"
"VB009A","91","3","0","38"
"RG034B","91","5","4","140"
"MO004","91","3","1","102"
"HG3551","91","4","0","168"
"HC4255","91","4","1","88"
"HM032","91","5","6","160"
"JU012","91","2","5","114"
"HS2059","91","6","12","89"
"GGY34","91","4","13","86"
"CM008B","91","3","3","119"
"CC4735/4746","91","3","15","42"
"CA018A","91","40","1","157"
"MO012B","91","2","35","161"
"ICO19","91","2","12","98"
"HT9106","91","6","4","142"
"PPC72","91","4","3","91"
"HS2669","91","5","2","180"
"CA077D","91","19","0","142"
"RG008A","91","4","5","18"
"LP034/LP035","91","6","4","86"
"GU013B","91","3","3","89"
"LB5071B","91","7","19","98"
"HC4121","91","8","23","69"
"PPC56B","91","5","2","115"
"PYC24","91","5","2","157"
"RG009D","91","5","15","146"
"LB5071A","91","8","23","115"
"HC4120","91","6","18","126"
"HG3506","91","6","3","99"
"MRC18A","91","3","13","68"
"AR021A","91","2","12","84"
"HT9271/9272","91","4","31","48"
"BA004A","91","9","44","128"
"PPC39","91","3","4","105"
"AIS11","91","3","1","139"
"AR005","91","6","5","95"
"LU015A","91","2","4","143"
"HS2066","91","5","2","141"
"VA011B","91","8","19","104"
"PGN11","91","6","1","187"
"MMY49","91","5","3","104"
"HM015B","91","6","1","153"
"VB040/VB041","91","5","3","128"
"CA032","91","5","2","82"
"SLJ01","91","7","2","105"
"NA008B","91","2","2","19"
"VB018A","91","4","13","133"
"JU022B","91","2","22","59"
"MAN06B","91","7","7","27"
"RG034C","91","3","1","140"
"VA015B","91","6","3","56"
"DO011","91","5","21","94"
"MMY61","91","4","6","162"
"PPN04 1","91","2","1","141"
"HG3511A","91","4","1","152"
"SSB07","91","12","36","102"
"LU010A","91","4","0","143"
"AR011C","91","4","17","61"
"GGY24","91","7","22","83"
"OR002","91","7","31","84"
"SB026/SB027","91","3","0","45"
"HC4506","91","6","1","134"
"HM036B","91","5","1","182"
"HC4206","91","6","24","79"
"MAN01A","91","4","45","95"
"RG039A","91","5","5","142"
"MAN11A","91","4","9","57"
"CM011B","91","5","12","75"
"HS1103","91","2","23","28"
"MO006","91","12","41","78"
"FL007","91","18","72","114"
"HS2047A","91","6","5","164"
"RG007B","91","3","18","42"
"MT007B","91","1","12","45"
"PJD02","91","13","1","113"
"HS2238","91","14","56","78"
"SB011/SB012","91","15","23","49"
"HS2029","91","7","6","26"
"ICO07","91","6","6","48"
"MMY30","91","9","49","94"
"JU001A","91","6","10","112"
"GAR05","91","18","50","126"
"PAJ03A","91","14","44","86"
"HG3550","91","6","29","94"
"SCR27A","91","5","1","196"
"HS2577","91","8","1","106"
"CA084A","91","6","2","140"
"CN011B","91","5","2","102"
"LL7085/7086","91","6","17","42"
"SGU16","91","9","2","126"
"CA066A","91","23","35","80"
"ISI01C","91","5","1","164"
"HM003B","91","9","21","79"
"DO031B","91","5","0","79"
"MMY94","91","3","3","33"
"MMY18","91","47","50","147"
"LB5162","91","20","100","175"
"GU018A","91","7","7","64"
"MMY20","91","20","22","63"
"CN008A","91","3","2","86"
"LP007D","91","8","0","105"
"SCR42A","91","20","63","137"
"DO005B","91","7","3","130"
"HS2176","91","8","55","132"
"VB005D","91","6","31","121"
"P036","91","15","47","136"
"CC4020A","91","8","0","206"
"AAD25","91","10","57","149"
"PJD10","91","10","26","60"
"VB003B","91","6","0","71"
"AR004A","91","2","5","196"
"CM007","91","16","42","88"
"AIS23","91","16","63","117"
"SB013/SB014","91","7","21","49"
"HS1102","91","14","36","89"
"LL7072/LL7073","91","5","7","97"
"GU002A","91","6","3","144"
"GPT04","91","3","5","200"
"AR040B","91","3","0","67"
"JU011","91","9","5","137"
"GGY19","91","55","2","67"
"GU019A","91","11","4","206"
"CC4008B","91","18","10","92"
"JU004A","91","7","7","201"
"MMY75","91","9","22","45"
"FJ034B","91","7","0","189"
"AAD19","91","42","16","77"
"GPT01","91","4","8","68"
"MMY57","91","19","27","69"
"OR005A","91","24","21","63"
"HA006A","91","11","30","61"
"BA008B","91","21","35","62"
"VB009B","91","9","11","20"
"VB052","91","15","0","92"
"JU022A","91","7","7","129"
"MMY90A","91","3","45","64"
"PPC34","91","6","69","208"
"HS2231","91","17","49","85"
"SGU05","91","10","15","72"
"LA6015","91","23","61","113"
"HS2142A","91","13","0","201"
"HM030","91","12","2","158"
"CA024B","91","19","1","147"
"PAJ01B","91","18","17","60"
"LP022A","91","29","33","93"
"MT012B","91","5","36","102"
"FJ022","91","4","4","262"
"SSG01","91","3","68","81"
"DO020A","91","13","1","160"
"CN015B","91","55","78","183"
"RG023B","91","12","33","49"
"FJ013","91","53","26","96"
"PGN10A","91","38","32","96"
"CD014","91","12","45","96"
"RG030","91","16","9","206"
"PPC40","91","11","73","100"
"LB5338","91","18","78","123"
"PPC104A","91","9","0","152"
"PVA07A","91","26","34","92"
"PPC104B","91","13","45","180"
"CA078B","91","3","2","172"
"PVA09","91","4","7","81"
"CC4714","91","6","1","260"
"HG3728/3729/3733/3737","91","27","26","60"
"HS2194","91","12","125","140"
"RG002A","91","7","1","237"
"HS2002","91","3","53","56"
"PPC56C","91","13","2","147"
"CS2101","91","8","0","263"
"PPC4","91","14","47","226"
"LA6094","91","8","47","288"
"HS2659","91","61","32","101"
"CC4023","91","3","98","108"
"AR027B","91","11","78","139"
"BB5165","91","11","63","216"
"SL006B","91","6","4","306"
"SLJ16","91","17","59","125"
"BQ001D","91","3","38","71"
"AR001A","91","29","7","46"
"LB5213","91","16","4","218"
"MT022D","91","19","36","95"
"CY008","91","26","122","206"
"PJD24","91","5","14","200"
"RG035A","91","8","14","245"
"AQB15","91","21","59","110"
"AR025B","91","6","1","205"
"PAJ02","91","35","0","35"
"BA004B","91","64","2","71"
"PPC53C","91","2","42","56"
"MAN07A","91","23","41","71"
"MT029","91","27","36","82"
"LB5235/5237","91","26","0","36"
"GGY30","91","3","86","97"
"AAD20","91","2","54","84"
"HA007B","91","1","60","109"
"VB026B","91","10","6","308"
"HT9035A","91","105","15","151"
"LP001B","91","103","57","186"
"RG012A","91","25","92","197"
"PJD20","91","20","140","281"
"HS2032","91","36","0","44"
"AR013B","91","31","43","113"
"HG3740","92","-1","0","0"
"SL029","92","-1","0","0"
"MT001C","92","-1","0","0"
"SSB09","92","-1","0","0"
"INGRAM","92","-1","0","0"
"LP032","92","-1","0","0"
"CD021","92","-1","0","0"
"CD027","92","-1","0","0"
"CD024","92","-1","0","0"
"CD018","92","-1","0","0"
"CD038","92","-1","0","0"
"CD037","92","-1","0","0"
"LB5230","92","-1","0","0"
"LB5235","92","-1","0","0"
"LB5250","92","-1","0","0"
"CC4783","92","-1","0","0"
"CC4768","92","-1","0","0"
"CC4774","92","-1","0","0"
"CC4773","92","-1","0","0"
"CC4779","92","-1","0","0"
"CC4785","92","-1","0","0"
"CC4787","92","-1","0","0"
"HT9226","92","-1","0","0"
"HT9230","92","-1","0","0"
"HG3704","92","-1","0","0"
"HG3706","92","-1","0","0"
"HT9252","92","-1","0","0"
"HG3708","92","-1","0","0"
"HT9257","92","-1","0","0"
"HS2803","92","-1","0","0"
"HG3714","92","-1","0","0"
"HT9281","92","-1","0","0"
"HT9270","92","-1","0","0"
"HT9271","92","-1","0","0"
"HG3735","92","-1","0","0"
"HG3736","92","-1","0","0"
"HB5211","92","-1","0","0"
"HB5218","92","-1","0","0"
"HB5221","92","-1","0","0"
"HG3752","92","-1","0","0"
"CC4401C","92","-1","0","0"
"CA049B","92","3","0","58"
"AB001A","92","3","6","115"
"CA051B","92","7","2","151"
"LA6014","92","8","45","115"
"CA042C","92","9","0","23"
"CA029","92","9","23","165"
"DO026B","92","1","0","4"
"CT9112","92","3","2","112"
"CD008A","92","3","0","71"
"DO025B","92","3","0","78"
"HS2592","92","2","0","38"
"HB5203/5204","92","1","2","28"
"JU008A","92","3","5","51"
"AAD46B","92","5","8","129"
"GGY27","92","6","1","31"
"CC4712","92","5","0","90"
"MMY60","92","5","2","68"
"CA061A","92","3","25","78"
"CC4013","92","5","16","122"
"JU019C","92","4","0","44"
"CA038A","92","2","1","50"
"HA003B","92","8","0","9"
"LL7003B","92","2","27","63"
"HS2820/2819","92","2","0","12"
"HC4119","92","3","2","104"
"VB017A","92","6","3","116"
"CN007C","92","4","1","85"
"HS2616","92","4","7","44"
"MT005B","92","5","5","127"
"HG3740/3742","92","3","1","45"
"AB001D","92","69","17","87"
"CA022","92","5","7","134"
"HS2196","92","3","1","41"
"SL001A","92","7","23","61"
"CC4711","92","2","1","112"
"LL7003A","92","7","13","132"
"CY025A","92","3","2","90"
"DO043/DO041","92","5","1","119"
"CD012A","92","4","41","78"
"CM010B","92","3","1","96"
"CA066B","92","4","3","106"
"HG3585","92","5","1","47"
"SB050/SB051","92","2","11","49"
"VA003B","92","4","12","100"
"HC4204","92","17","7","159"
"LL7117B","92","5","2","137"
"LL7075/7076","92","24","22","61"
"RG025A","92","3","0","70"
"HM038","92","10","45","82"
"HS2080B","92","2","1","120"
"HT9103A","92","3","11","101"
"LevTR-1/LevTR-2","92","1","0","1"
"DO005C","92","1","0","15"
